ID,neg_llh,r2,AIC,BIC,w_cost,b,w_urgency,beta,test_acc
K7V9D9OJ,23.063899191459427,0.3345165402583703,54.127798382918854,61.77589040463144,0.5715108882166908,-0.01675444523990787,0.0754801554089013,10.0,0.7
SUI6H62Y,7.0098368740631365,0.7977388620869704,22.019673748126273,29.66776576983886,0.647810853159533,-0.1923410458040292,-0.2673614676361289,10.0,0.94
RBDA9YKD,19.836704379816844,0.4276336992731572,47.67340875963369,55.32150078134627,0.35703039276501064,0.012968884148767318,-0.06726246609392075,7.9583712476046795,0.8
EWEL91GD,15.752430138966002,0.5454809431312782,39.504860277932,47.15295229964459,0.5193620736836492,-0.09545602842490343,-0.11892783411146114,9.614635618671775,0.8
G8ACXQ1I,15.922919473790119,0.5405616607737739,39.84583894758023,47.49393096929282,0.45677780865643375,0.04979816737513923,-0.1771596955335227,10.0,0.78
63R7N045,23.001559784956136,0.3363152753106554,54.00311956991227,61.65121159162486,0.3378697773062073,0.1276059828405841,0.01508177910306372,10.0,0.7
INDP9D1Z,25.674996928520255,0.25917618512768925,59.34999385704051,66.99808587875309,0.05420966323349386,0.2883185394148584,0.11507479848144411,5.846145428879317,0.68
PK1EQ7GG,22.40586028607264,0.3535035295686406,52.81172057214528,60.45981259385787,0.5885703624302241,-0.8077600366430485,0.6699094673980677,10.0,0.8
H4VWDUJF,26.315729933084047,0.24068853856332784,60.63145986616809,68.27955188788067,0.6451860867479624,-0.10307032204381777,-0.26255467777270625,4.850512735453928,0.76
FAL3UZA1,-0.0004955766302261085,1.0000142993189363,7.999008846739548,15.647100868452132,0.0,-1.0,-1.0,6.966791016053962,1.0
AZCEER54,21.065978102791448,0.3921643571925457,50.131956205582895,57.78004822729548,0.2719122402600084,0.09567860821891927,0.005607964335317056,10.0,0.84
KJ2KEPZX,17.583451646842093,0.4926488301478007,43.166903293684186,50.81499531539677,0.4483654298853722,-0.6971311297775045,0.6343055297352136,10.0,0.82
42FPD463,21.734416236218795,0.3728773095878115,51.46883247243759,59.116924494150176,0.511112466466966,0.022030983542689127,-0.1455217894786494,9.77243842279746,0.8
ZIPHUMXZ,11.82577833460557,0.658780164840248,31.65155666921114,39.299648690923725,0.3908888249280431,-0.06771892905333395,-0.08778503904354457,10.0,0.92
NPK6DLQB,16.033761282849945,0.5373634422086984,40.06752256569989,47.715614587412475,0.3712122019789637,-0.9132351241447663,0.8730864404569922,10.0,0.84
5G72WPOC,23.56140366400756,0.3201615955510648,55.12280732801512,62.770899349727706,0.5401309108447253,0.8718830264862077,-0.8813219622790897,10.0,0.76
T90JP02U,13.30625894785726,0.6160625240628387,34.61251789571452,42.260609917427104,0.6288650574414244,-0.1720033765647444,-0.2346263758763004,8.011841517149827,0.88
PVHJ209L,25.021833676256907,0.2319388221556532,58.043667352513815,65.44425775935404,0.641918775773888,-0.9175453098131562,0.7683709496540881,9.454247859383125,0.6808510638297872
3Y0LRDVE,20.0682114828914,0.34199297304821885,48.1364229657828,55.273181501455845,0.4576378969609775,0.03636487518822427,-0.06939455926962733,9.769857302900428,0.8409090909090909
WXYY3SZ4,11.14240336719874,0.6784981983711578,30.28480673439748,37.93289875611006,0.0,-0.6645045017712001,-0.6790627763728518,1.523762230092523,0.94
2L8WK0ZR,10.212910148836759,0.7053177035045728,28.425820297673518,36.0739123193861,0.5719359723587363,-0.16504288199190656,-0.17407998230884028,10.0,0.92
1D7DJOTV,4.96185388885116,0.8568311600187762,17.92370777770232,25.571799799414904,0.0,-1.0,-1.0,1.553191379306982,0.98
8F6ELM9X,13.823752226015799,0.6011308243409847,35.6475044520316,43.29559647374418,0.6845619513594207,-0.20068439261899776,-0.30042047094423174,7.547804669885439,0.9
9EDMK667,22.925960798401604,0.3384966009706245,53.85192159680321,61.500013618515794,0.7747564705252932,-0.10689176471516915,-0.3169776034806003,7.922816259080235,0.76
PVMJNOXS,22.216482502463595,0.35896781735398686,52.43296500492719,60.081057026639776,0.70621228591189,-0.023562619249936665,-0.3156628526396537,9.20271696520346,0.74
2AEMFXN6,21.74920454184067,0.372450609284135,51.49840908368134,59.146501105393924,0.44185700266972955,0.35941606276111404,-0.1303867091980625,10.0,0.84
9VBB05E6,24.28346635924618,0.2993272701584313,56.56693271849236,64.21502474020494,0.7785459123275672,-0.2067963406002075,-0.26463926863403264,5.854962185874963,0.74
WT53E3JR,25.93366973583944,0.2517124656010449,59.86733947167888,67.51543149339146,0.4931644296074281,0.08602998180658741,-0.013496436945706979,9.459802046510125,0.66
TS4M6X87,-0.0004954758985110446,1.0000142964124332,7.999009048202978,15.647101069915562,0.0,-1.0,-1.0,7.102762049821723,1.0
9PILLPD2,20.905150687296597,0.3968048554880139,49.810301374593195,57.45839339630578,0.5986911716577091,-0.06792909219984306,-0.11738113941654664,10.0,0.82
5A1L6UBR,18.90781678041323,0.45443572993721415,45.81563356082646,53.46372558253905,0.26138641797411133,0.061241194445492066,0.01151758967739101,10.0,0.82
XA738UZ2,-0.0004957978913322869,1.000014305703182,7.999008404217335,15.647100425929919,0.0,-1.0,-1.0,6.900824085563527,1.0
PS0KXBV4,18.12973292440397,0.47688648434642056,44.25946584880794,51.90755787052053,0.0,0.15508578023292638,0.002362559144226379,6.248713595065625,0.82
KDX7EP4L,23.579364838207873,0.31964334561211816,55.158729676415746,62.80682169812833,0.4623107936591825,0.21042233374086064,-0.2097166419329844,10.0,0.72
XUTKVQ8I,25.17204515061149,0.2736883058435945,58.34409030122298,65.99218232293556,1.0,-1.0,-1.0,0.8942987167655754,0.8
ZL3C854P,7.963461375625836,0.770223075301476,23.926922751251674,31.575014772964256,0.2593809081471584,-0.2931771410719346,-0.3177318120283205,3.957212370230539,0.96
ENZ2ZHCC,24.929066855448966,0.28069917747308704,57.85813371089793,65.50622573261052,0.8398217065121844,-0.17715793186854806,-0.3849702831029551,5.560469486329005,0.76
4RPF42BC,28.363989688607038,0.18158825472841866,64.72797937721407,72.37607139892665,0.7349757432010111,-0.16129343172965016,-0.09217837373745091,7.881991029311266,0.72
08W0Z2BK,19.000703263511333,0.45175559256658915,46.00140652702267,53.64949854873525,0.25364161485229875,-0.043221715276410236,-0.09059339340454825,5.167689346785251,0.8
T3FBJXCY,26.300254175243218,0.24113507454514715,60.600508350486436,68.24860037219902,0.4651471782697346,0.038095498447469046,-0.08686684541968069,7.148480479204467,0.76
32YYU5O8,10.347196990724076,0.7014430042876234,28.69439398144815,36.34248600316074,0.35872471216311086,-0.09960974890907144,-0.11178840094624617,9.767888443913298,0.88
