w_cost_original,w_cost_recovered,b_original,b_recovered,beta_original,beta_recovered
0.6126930459088265,0.7878172891913057,0.7488393244381766,0.6385287311685285,2.382143979836953,3.200548838259967
0.15687819017117688,0.28648981148569824,-0.40703903998947033,-0.4286070816152431,3.3125220237190454,5.830139645580928
0.29521958822352845,0.26545307545932734,0.643682171556279,0.6727535468969302,4.4730695822347,5.0916669143914906
0.2964844457286995,0.3808762572292277,-0.5394521801939018,-0.608172368392775,4.4014891493778485,8.78044847726819
0.39827950403413814,0.2893629920189467,-0.5562545212266659,-0.49785916138998176,3.5217795849524918,5.723786339329257
0.5188901893366255,0.627396269846675,-0.7721479060642893,-0.7299229546472913,2.443661123552177,3.496732823467805
0.883848334124772,0.7806265725616393,-0.604883205047122,-0.3732083944473273,2.992884496544141,5.749685581388183
0.3957619027079302,0.36634125883475316,-0.2136429931045436,-0.33049407433106365,1.8311770734189858,2.077995887649246
0.2625476908668848,0.4571179221218499,0.57688201117104,0.3360746798182223,1.4507842562857078,2.4517644467721915
0.19193957754079527,0.29071796398053623,-0.5236147372956688,-0.5027829682003551,2.1722012784533566,4.125263037346289
0.3965869642782893,0.4161569975007673,-0.2075419899102977,-0.19953256404520295,4.97245654469638,5.471537370020874
0.8903143841601917,0.8906780781845983,-0.631282034800335,-0.6943232899110112,2.6295903070403535,2.930719078020085
0.3405742211657017,0.44489445530917526,0.8985373891511357,0.5986494518148682,2.9908885177002267,5.472903530901396
0.31412965564898243,0.6017251523226916,-0.6821923631218936,-0.5929487832968315,2.3667646678895156,4.990732664683269
0.32219890948597374,0.2824808635516137,0.12926866794113345,0.1117892946240306,3.7738533092923188,3.826207093736908
0.8063546739305358,0.6114841882971651,-0.27992240904994814,-0.04912151461163519,1.4700328545480406,2.0876348275672862
0.8583139752346877,0.692375921156266,-0.7904019186972544,-0.5064929381163411,1.8490883247066274,3.831076634794409
0.9197199624967228,0.6161687358421305,-0.5022087746134221,-0.10514618659248218,1.7241510207031445,2.1085176654802327
0.9912664371026101,0.8234961926109495,-0.23913567567910032,-0.12837471631212818,2.023239798356622,2.7028120538850664
0.9611124927386011,0.48348510873840905,-0.5707063778687886,-0.281106325899861,1.200128219342317,1.9736874797211725
0.6764474036354682,0.4268024266372497,-0.5591023828062327,-0.41944968783106457,1.6471914984037839,2.5007219477970466
0.2600897768156716,0.13282678798976005,-0.877041324412283,-0.8271832947303235,4.631480380675282,9.074258752086035
0.5945385680743799,0.7855120537003561,-0.3604120684004668,-0.16967835084420707,1.1698423687108868,1.5674379220914552
0.2873998190984245,0.3429893719819719,0.39861076641232374,0.3338382977945446,3.8332975700075416,4.1615774281027855
